Время                                       Абсолютная
3496079                                     13672843
3496141                                     13672843
3496204                                     13672843
3496266                                     13672843
3496329                                     13672843
3496391                                     13672843
3496454                                     13672842
3496516                                     13672842
3496594                                     13672842
3496657                                     13672842
3496719                                     13672842
3496782                                     13672842
3496844                                     13672842
3496907                                     13672842
3496969                                     13672841
3497032                                     13672842
3497094                                     13672842
3497157                                     13672842
3497219                                     13672842
3497282                                     13672842
3497344                                     13672842
3497407                                     13672842
3497469                                     13672842
3497532                                     13672842
3497594                                     13672842
3497657                                     13672842
3497719                                     13672842
3497782                                     13672842
3497844                                     13672842
3497907                                     13672842
3497969                                     13672842
3498032                                     13672842
3498094                                     13672842
3498157                                     13672842
3498219                                     13672842
3498282                                     13672842
3498344                                     13672842
3498407                                     13672842
3498469                                     13672842
3498532                                     13672842
3498594                                     13672842
3498657                                     13672842
3498719                                     13672842
3498782                                     13672842
3498844                                     13672842
3498907                                     13672842
3498969                                     13672842
3499032                                     13672842
3499094                                     13672842
3499157                                     13672842
3499219                                     13672842
3499282                                     13672842
3499344                                     13672842
3499407                                     13672842
3499469                                     13672842
3499532                                     13672842
3499594                                     13672842
3499657                                     13672842
3499719                                     13672842
3499782                                     13672842
3499844                                     13672842
3499907                                     13672842
3499969                                     13672842
3500032                                     13672842
3500094                                     13672842
3500157                                     13672843
3500219                                     13672843
3500282                                     13672847
3500344                                     13672847
3500407                                     13672847
3500469                                     13672847
3500532                                     13672847
3500594                                     13672847
3500657                                     13672847
3500719                                     13672847
3500782                                     13672847
3500844                                     13672847
3500907                                     13672848
3500969                                     13672848
3501032                                     13672848
3501094                                     13672848
3501157                                     13672848
3501219                                     13672848
3501282                                     13672848
3501344                                     13672848
3501407                                     13672848
3501469                                     13672848
3501532                                     13672848
3501594                                     13672849
3501657                                     13672849
3501719                                     13672849
3501782                                     13672849
3501844                                     13672849
3501907                                     13672849
3501969                                     13672849
3502047                                     13672849
3502110                                     13672849
3502172                                     13672849
3502235                                     13672849
3502297                                     13672849
3502360                                     13672849
3502422                                     13672849
3502485                                     13672849
3502547                                     13672849
3502610                                     13672849
3502672                                     13672849
3502735                                     13672849
3502797                                     13672849
3502860                                     13672849
3502922                                     13672849
3502985                                     13672849
3503047                                     13672849
3503110                                     13672849
3503172                                     13672849
3503235                                     13672849
3503297                                     13672849
3503360                                     13672849
3503422                                     13672849
3503485                                     13672849
3503547                                     13672849
3503610                                     13672849
3503672                                     13672849
3503735                                     13672849
3503797                                     13672849
3503860                                     13672849
3503922                                     13672849
3503985                                     13672849
3504047                                     13672849
3504110                                     13672849
3504172                                     13672849
3504235                                     13672849
3504297                                     13672849
3504360                                     13672849
3504422                                     13672849
3504485                                     13672849
3504547                                     13672849
3504610                                     13672849
3504672                                     13672849
3504735                                     13672849
3504797                                     13672849
3504860                                     13672849
3504922                                     13672849
3504985                                     13672849
3505047                                     13672849
3505110                                     13672849
3505172                                     13672848
3505235                                     13672848
3505297                                     13672863
3505360                                     13672864
3505422                                     13672864
3505485                                     13672864
3505547                                     13672864
3505610                                     13672864
3505672                                     13672864
3505735                                     13672864
3505797                                     13672864
3505860                                     13672864
3505922                                     13672863
3505985                                     13672863
3506047                                     13672863
3506110                                     13672863
3506172                                     13672863
3506235                                     13672863
3506297                                     13672863
3506360                                     13672863
3506422                                     13672863
3506485                                     13672862
3506563                                     13672862
3506625                                     13672862
3506688                                     13672862
3506750                                     13672862
3506813                                     13672862
3506875                                     13672862
3506938                                     13672862
3507000                                     13672862
3507063                                     13672862
3507125                                     13672862
3507188                                     13672862
3507250                                     13672862
3507313                                     13672862
3507375                                     13672862
3507438                                     13672862
3507500                                     13672862
3507563                                     13672862
3507625                                     13672862
3507688                                     13672862
3507750                                     13672862
3507813                                     13672862
3507875                                     13672862
3507938                                     13672862
3508000                                     13672862
3508063                                     13672862
3508125                                     13672862
3508188                                     13672862
3508250                                     13672862
3508313                                     13672862
3508375                                     13672862
3508438                                     13672862
3508500                                     13672862
3508563                                     13672862
3508625                                     13672862
3508688                                     13672862
3508750                                     13672862
3508829                                     13672862
3508891                                     13672862
3508954                                     13672862
3509016                                     13672862
3509079                                     13672862
3509141                                     13672862
3509204                                     13672862
3509266                                     13672862
3509329                                     13672862
3509391                                     13672862
3509454                                     13672862
3509516                                     13672862
3509579                                     13672862
3509641                                     13672862
3509704                                     13672862
3509766                                     13672862
3509829                                     13672862
3509891                                     13672862
3509954                                     13672862
3510016                                     13672862
3510079                                     13672862
3510141                                     13672862
3510204                                     13672865
3510266                                     13672865
3510329                                     13672866
3510391                                     13672866
3510454                                     13672866
3510516                                     13672867
3510579                                     13672867
3510641                                     13672867
3510704                                     13672867
3510766                                     13672867
3510829                                     13672867
3510891                                     13672867
3510954                                     13672867
3511016                                     13672867
3511094                                     13672868
3511141                                     13672868
3511204                                     13672868
3511266                                     13672868
3511329                                     13672868
3511391                                     13672868
3511454                                     13672868
3511516                                     13672868
3511579                                     13672868
3511641                                     13672868
3511704                                     13672868
3511766                                     13672868
3511829                                     13672869
3511891                                     13672869
3511954                                     13672869
3512016                                     13672869
3512079                                     13672869
3512141                                     13672869
3512204                                     13672869
3512266                                     13672869
3512329                                     13672869
3512391                                     13672869
3512454                                     13672869
3512516                                     13672869
3512579                                     13672869
3512641                                     13672869
3512704                                     13672869
3512766                                     13672869
3512829                                     13672869
3512891                                     13672869
3512954                                     13672869
3513016                                     13672869
3513079                                     13672869
3513141                                     13672869
3513204                                     13672869
3513266                                     13672869
3513329                                     13672869
3513391                                     13672869
3513454                                     13672869
3513516                                     13672869
3513579                                     13672869
3513641                                     13672869
3513704                                     13672869
3513766                                     13672869
3513829                                     13672869
3513891                                     13672869
3513954                                     13672869
3514016                                     13672869
3514079                                     13672869
3514141                                     13672869
3514204                                     13672869
3514266                                     13672869
3514329                                     13672869
3514391                                     13672869
3514454                                     13672869
3514516                                     13672869
3514579                                     13672869
3514641                                     13672869
3514704                                     13672869
3514766                                     13672869
3514829                                     13672869
3514891                                     13672869
3514954                                     13672869
3515016                                     13672869
3515079                                     13672869
3515141                                     13672869
3515204                                     13672882
3515266                                     13672882
3515329                                     13672885
3515391                                     13672885
3515454                                     13672885
3515516                                     13672885
3515579                                     13672885
3515641                                     13672885
3515704                                     13672885
3515766                                     13672885
3515829                                     13672884
3515891                                     13672884
3515954                                     13672884
3516016                                     13672884
3516079                                     13672884
3516141                                     13672884
3516204                                     13672884
3516266                                     13672884
3516329                                     13672884
3516391                                     13672884
3516454                                     13672884
3516516                                     13672883
3516579                                     13672883
3516641                                     13672883
3516704                                     13672883
3516766                                     13672883
3516844                                     13672883
3516907                                     13672883
3516969                                     13672883
3517032                                     13672883
3517094                                     13672883
3517157                                     13672883
3517219                                     13672883
3517282                                     13672883
3517344                                     13672883
3517407                                     13672883
3517469                                     13672883
3517532                                     13672883
3517594                                     13672883
3517657                                     13672883
3517719                                     13672883
3517782                                     13672883
3517844                                     13672883
3517907                                     13672883
3517969                                     13672883
3518032                                     13672883
3518094                                     13672883
3518157                                     13672883
3518219                                     13672883
3518282                                     13672883
3518344                                     13672883
3518407                                     13672883
3518469                                     13672883
3518532                                     13672883
3518594                                     13672883
3518657                                     13672883
3518719                                     13672883
3518782                                     13672883
3518844                                     13672883
3518907                                     13672883
3518969                                     13672883
3519032                                     13672883
3519094                                     13672883
3519157                                     13672883
3519219                                     13672883
3519282                                     13672883
3519344                                     13672883
3519407                                     13672883
3519469                                     13672883
3519532                                     13672883
3519594                                     13672883
3519657                                     13672883
3519719                                     13672883
3519782                                     13672883
3519844                                     13672883
3519907                                     13672883
3519969                                     13672883
3520032                                     13672883
3520094                                     13672883
3520157                                     13672883
3520219                                     13672883
3520282                                     13672888
3520344                                     13672888
3520407                                     13672888
3520469                                     13672888
3520532                                     13672888
3520594                                     13672888
3520657                                     13672888
3520719                                     13672888
3520782                                     13672888
3520844                                     13672889
3520907                                     13672889
3520969                                     13672889
3521032                                     13672889
3521094                                     13672889
3521157                                     13672889
3521219                                     13672889
3521282                                     13672889
3521344                                     13672890
3521407                                     13672890
3521469                                     13672890
3521532                                     13672890
3521594                                     13672890
3521657                                     13672890
3521719                                     13672890
3521782                                     13672890
3521844                                     13672890
3521907                                     13672890
3521969                                     13672890
3522032                                     13672890
3522094                                     13672890
3522157                                     13672890
3522219                                     13672891
3522282                                     13672891
3522344                                     13672891
3522407                                     13672891
3522469                                     13672891
3522532                                     13672891
3522594                                     13672891
3522657                                     13672891
3522719                                     13672891
3522782                                     13672890
3522844                                     13672890
3522907                                     13672891
3522969                                     13672891
3523032                                     13672891
3523094                                     13672891
3523157                                     13672891
3523219                                     13672891
3523282                                     13672891
3523344                                     13672891
3523407                                     13672891
3523469                                     13672891
3523532                                     13672891
3523594                                     13672891
3523657                                     13672891
3523719                                     13672891
3523782                                     13672891
3523844                                     13672891
3523907                                     13672891
3523969                                     13672891
3524032                                     13672891
3524094                                     13672891
3524157                                     13672891
3524219                                     13672891
3524282                                     13672891
3524344                                     13672891
3524407                                     13672891
3524469                                     13672891
3524532                                     13672891
3524594                                     13672891
3524657                                     13672891
3524719                                     13672891
3524782                                     13672891
3524844                                     13672891
3524907                                     13672891
3524969                                     13672891
3525032                                     13672891
3525094                                     13672891
3525157                                     13672888
3525219                                     13672888
3525282                                     13672905
3525344                                     13672906
3525407                                     13672906
3525469                                     13672906
3525532                                     13672906
3525594                                     13672906
3525657                                     13672906
3525719                                     13672906
3525782                                     13672906
3525844                                     13672906
3525907                                     13672905
3525969                                     13672905
3526032                                     13672905
3526094                                     13672905
3526172                                     13672905
3526235                                     13672905
3526297                                     13672905
3526360                                     13672905
3526422                                     13672904
3526485                                     13672904
3526547                                     13672905
3526610                                     13672905
3526688                                     13672904
3526750                                     13672904
3526813                                     13672904
3526875                                     13672904
3526954                                     13672904
3527016                                     13672903
3527079                                     13672904
3527141                                     13672904
3527204                                     13672904
3527266                                     13672904
3527329                                     13672904
3527391                                     13672904
3527454                                     13672904
3527516                                     13672904
3527579                                     13672904
3527641                                     13672904
3527704                                     13672904
3527766                                     13672904
3527829                                     13672904
3527891                                     13672904
3527954                                     13672904
3528016                                     13672904
3528079                                     13672904
3528141                                     13672904
3528204                                     13672904
3528266                                     13672904
3528329                                     13672904
3528407                                     13672904
3528469                                     13672904
3528532                                     13672904
3528610                                     13672904
3528657                                     13672904
3528719                                     13672904
3528782                                     13672904
3528860                                     13672904
3528907                                     13672904
3528969                                     13672904
3529032                                     13672904
3529094                                     13672904
3529157                                     13672904
3529219                                     13672904
3529282                                     13672904
3529344                                     13672904
3529407                                     13672904
3529469                                     13672904
3529532                                     13672904
3529594                                     13672904
3529657                                     13672904
3529719                                     13672904
3529782                                     13672904
3529844                                     13672904
3529907                                     13672904
3529969                                     13672904
3530032                                     13672904
3530094                                     13672904
3530157                                     13672904
3530219                                     13672908
3530282                                     13672909
3530344                                     13672909
3530407                                     13672909
3530469                                     13672909
3530532                                     13672909
3530594                                     13672909
3530657                                     13672909
3530719                                     13672909
3530782                                     13672909
3530844                                     13672909
3530922                                     13672910
3530985                                     13672910
3531047                                     13672910
3531125                                     13672910
3531172                                     13672910
3531235                                     13672910
3531297                                     13672910
3531360                                     13672910
3531422                                     13672910
3531485                                     13672910
3531547                                     13672910
3531610                                     13672911
3531672                                     13672911
3531735                                     13672911
3531797                                     13672911
3531860                                     13672911
3531922                                     13672911
3531985                                     13672911
3532047                                     13672911
3532110                                     13672911
3532172                                     13672911
3532235                                     13672911
3532297                                     13672911
3532360                                     13672911
3532422                                     13672911
3532485                                     13672911
3532547                                     13672911
3532610                                     13672911
3532672                                     13672911
3532735                                     13672911
3532797                                     13672911
3532860                                     13672911
3532922                                     13672911
3532985                                     13672911
3533047                                     13672911
3533110                                     13672911
3533172                                     13672911
3533235                                     13672911
3533297                                     13672911
3533360                                     13672911
3533422                                     13672911
3533485                                     13672911
3533547                                     13672911
3533610                                     13672911
3533672                                     13672911
3533735                                     13672911
3533797                                     13672911
3533860                                     13672911
3533922                                     13672911
3533985                                     13672911
3534047                                     13672911
3534110                                     13672911
3534172                                     13672911
3534235                                     13672911
3534297                                     13672911
3534360                                     13672911
3534422                                     13672911
3534485                                     13672911
3534547                                     13672911
3534610                                     13672911
3534672                                     13672911
3534735                                     13672911
3534797                                     13672911
3534860                                     13672911
3534922                                     13672911
3534985                                     13672911
3535047                                     13672911
3535110                                     13672911
3535172                                     13672911
3535250                                     13672913
3535313                                     13672926
3535375                                     13672926
3535438                                     13672926
3535500                                     13672926
3535563                                     13672926
3535625                                     13672926
3535688                                     13672926
3535750                                     13672926
3535829                                     13672926
3535891                                     13672926
3535954                                     13672926
3536016                                     13672926
3536079                                     13672925
3536141                                     13672925
3536204                                     13672925
3536266                                     13672925
3536329                                     13672925
3536391                                     13672925
3536469                                     13672925
3536532                                     13672925
3536594                                     13672924
3536657                                     13672925
3536719                                     13672925
3536782                                     13672924
3536844                                     13672924
3536907                                     13672924
3536969                                     13672924
3537032                                     13672924
3537094                                     13672924
3537157                                     13672924
3537219                                     13672924
3537282                                     13672925
3537344                                     13672925
3537407                                     13672925
3537469                                     13672924
3537532                                     13672924
3537594                                     13672924
3537657                                     13672924
3537719                                     13672924
3537782                                     13672924
3537844                                     13672924
3537907                                     13672924
3537969                                     13672924
3538032                                     13672924
3538094                                     13672924
3538157                                     13672924
3538219                                     13672924
3538282                                     13672924
3538344                                     13672925
3538407                                     13672924
3538469                                     13672924
3538532                                     13672924
3538594                                     13672924
3538657                                     13672924
3538719                                     13672924
3538782                                     13672924
3538844                                     13672924
3538907                                     13672924
3538969                                     13672924
3539032                                     13672924
3539094                                     13672924
3539157                                     13672924
3539219                                     13672924
3539282                                     13672925
3539344                                     13672924
3539407                                     13672924
3539469                                     13672925
3539532                                     13672924
3539594                                     13672924
3539657                                     13672924
3539719                                     13672924
3539782                                     13672924
3539844                                     13672924
3539907                                     13672924
3539969                                     13672924
3540032                                     13672924
3540094                                     13672924
3540157                                     13672924
3540219                                     13672928
3540282                                     13672928
3540344                                     13672929
3540407                                     13672929
3540469                                     13672929
3540532                                     13672929
3540594                                     13672929
3540657                                     13672929
3540719                                     13672930
3540782                                     13672930
3540844                                     13672930
3540907                                     13672930
3540969                                     13672930
3541032                                     13672930
3541094                                     13672930
3541157                                     13672930
3541219                                     13672930
3541282                                     13672930
3541344                                     13672930
3541407                                     13672930
3541469                                     13672931
3541547                                     13672931
3541610                                     13672931
3541672                                     13672931
3541735                                     13672931
3541797                                     13672931
3541860                                     13672931
3541922                                     13672931
3541985                                     13672931
3542063                                     13672931
3542125                                     13672931
3542188                                     13672932
3542250                                     13672932
3542313                                     13672932
3542375                                     13672932
3542438                                     13672932
3542500                                     13672932
3542563                                     13672932
3542625                                     13672931
3542688                                     13672931
3542750                                     13672931
3542813                                     13672932
3542875                                     13672932
3542938                                     13672932
3543000                                     13672932
3543063                                     13672932
3543125                                     13672932
3543188                                     13672932
3543250                                     13672932
3543313                                     13672932
3543375                                     13672932
3543438                                     13672932
3543500                                     13672932
3543563                                     13672932
3543625                                     13672932
3543688                                     13672932
3543750                                     13672932
3543813                                     13672932
3543875                                     13672932
3543938                                     13672932
3544000                                     13672932
3544063                                     13672932
3544125                                     13672932
3544188                                     13672932
3544250                                     13672932
3544313                                     13672932
3544375                                     13672932
3544438                                     13672932
3544500                                     13672932
3544579                                     13672932
3544641                                     13672932
3544704                                     13672932
3544766                                     13672932
3544829                                     13672932
3544891                                     13672932
3544954                                     13672932
3545016                                     13672932
3545079                                     13672932
3545141                                     13672932
3545204                                     13672931
3545266                                     13672945
3545329                                     13672945
3545391                                     13672945
3545454                                     13672945
3545516                                     13672945
3545579                                     13672945
3545641                                     13672945
3545704                                     13672945
3545766                                     13672945
3545829                                     13672945
3545891                                     13672945
3545954                                     13672945
3546016                                     13672945
3546079                                     13672945
3546141                                     13672945
3546204                                     13672945
3546266                                     13672945
3546329                                     13672945
3546391                                     13672945
3546454                                     13672945
3546516                                     13672944
3546579                                     13672944
3546641                                     13672944
3546704                                     13672944
3546766                                     13672944
3546829                                     13672944
3546891                                     13672944
3546954                                     13672944
3547016                                     13672944
3547079                                     13672944
3547141                                     13672944
3547204                                     13672944
3547266                                     13672944
3547329                                     13672944
3547391                                     13672944
3547454                                     13672944
3547516                                     13672944
3547579                                     13672944
3547641                                     13672944
3547704                                     13672944
3547766                                     13672944
3547829                                     13672944
3547891                                     13672944
3547954                                     13672944
3548016                                     13672944
3548079                                     13672944
3548141                                     13672944
3548204                                     13672944
3548266                                     13672944
3548329                                     13672944
3548391                                     13672944
3548454                                     13672944
3548516                                     13672944
3548579                                     13672944
3548641                                     13672944
3548704                                     13672944
3548766                                     13672944
3548829                                     13672944
3548891                                     13672944
3548954                                     13672944
3549016                                     13672944
3549079                                     13672944
3549141                                     13672944
3549204                                     13672944
3549266                                     13672944
3549329                                     13672944
3549391                                     13672944
